,Risk
2011,1.905929079172367e-07
2012,1.681050379708851e-07
2013,4.403630814819537e-05
2014,2.3752521284106058e-07
2015,1.8620769356873074e-07
2016,2.0955019274055527e-07
2017,2.5392762987208514e-07
2018,2.0328472213099516e-07
2019,2.3516776003731978e-07
2020,1.787719569347337e-06
2021,1.9522498473798598e-07
2022,1.813498327714368e-07
2023,2.3652393423011427e-07
2024,3.7002328412531485e-07
2025,3.824033327768419e-07
2026,5.140796202975862e-07
2027,2.792461040212004e-06
2028,5.077675780358817e-07
2029,5.952576530975572e-07
2030,6.246033097443879e-07
2031,8.65840268683829e-07
2032,4.600470544580632e-07
2033,5.996133202555195e-07
2034,2.576912951738861e-06
2035,7.49190460745151e-07
2036,5.269239637433823e-07
2037,9.07408918387764e-07
2038,1.9797702616622205e-05
2039,5.737416517958888e-07
2040,4.897931157275483e-07
2041,5.118012979667013e-07
2042,7.47160333952259e-07
2043,8.925220379746261e-06
2044,1.0919200952651597e-06
2045,2.986881386904182e-07
2046,3.1450527276779453e-07
2047,1.933273751874145e-07
2048,4.2084701492850823e-07
2049,1.8339608424675904e-07
2050,7.241813866033876e-08
2051,3.7322032322474956e-07
2052,9.266284424423669e-08
2053,9.906678565705644e-08
2054,2.1251507425055997e-07
2055,1.580062850137547e-07
2056,4.6190725446749276e-07
2057,0.0016963932577247379
2058,1.6370190132170607e-06
2059,7.456365143959942e-08
2060,9.632999090202735e-08
2061,1.0866188860573261e-07
2062,5.6059967739548946e-08
2063,6.850695642614878e-08
2064,4.533522825822189e-08
2065,5.158119528360338e-08
2066,9.987204730939021e-08
2067,3.395679078915983e-07
2068,5.942489454315684e-08
2069,6.438481663851809e-08
2070,5.741631464000237e-08
2071,6.678112518118535e-08
2072,6.901923155660763e-08
2073,7.298332036375677e-08
2074,7.957182139966294e-07
2075,7.459742074352897e-08
2076,9.44591341905281e-08
2077,8.235143332076214e-08
2078,7.757753100451884e-08
2079,7.516677123326954e-08
2080,8.709017219064881e-08
2081,7.892237466478452e-08
2082,8.750786833490684e-08
2083,1.1804471789814472e-07
2084,1.066333530939198e-07
2085,1.0146485265798943e-07
2086,1.1525314011620324e-07
2087,1.6140290044996276e-07
2088,1.2449350740418918e-07
2089,1.3186415659678615e-07
2090,1.4643862530083444e-07
2091,2.749311905660365e-07
2092,2.2911245296609488e-07
2093,2.1486516326322154e-07
2094,2.405657973068262e-07
2095,5.624061318979652e-05
2096,3.193135488492496e-07
2097,4.810545724932132e-07
2098,2.663841343593597e-07
2099,2.9626561817766117e-07
2100,2.8847021775232543e-07
2101,1.5318196781859232e-07
2102,4.875717994170846e-07
2103,2.998290680777991e-07
2104,9.842201693386119e-06
2105,2.6378286588289856e-07
2106,2.866047092761542e-07
2107,5.619420640619918e-07
2108,0.0005556562934285368
2109,4.475151754208751e-06
2110,7.767153518484945e-07
2111,5.098778717293994e-07
2112,1.6625799886847857e-06
2113,4.641728575744934e-07
2114,7.236742153950717e-07
2115,0.0004689327198418511
2116,3.0735216656418605e-05
2117,5.079053465269557e-07
2118,6.741539968039546e-07
2119,4.918010077747792e-07
2120,4.548239112147159e-07
2121,2.025897347877199e-07
2122,2.541841782667101e-07
2123,2.637044152724681e-07
2124,3.9046048763011986e-07
2125,1.2218539025857196e-07
2126,1.93048784840407e-07
2127,3.5997294781221794e-07
2128,1.5132939469009692e-07
2129,3.2600004918674715e-07
2130,5.556315214429607e-07
2131,2.876736923948922e-06
2132,4.936240435648628e-07
2133,1.5376952014443668e-07
2134,1.1210671692876024e-06
2135,1.7235800959146838e-07
2136,2.0417726495443055e-07
2137,5.537924467341754e-07
2138,6.1220930576492075e-06
2139,5.585834069772836e-07
2140,1.4409179323703037e-07
2141,1.3410379597689985e-06
2142,5.373146633423045e-07
2143,2.22558449724004e-07
2144,1.5490752986633676e-07
2145,1.6351589046096967e-07
2146,3.237207237573788e-07
2147,1.8974733792031325e-07
2148,1.311835028930154e-07
2149,1.4068664503150587e-07
2150,1.3042240442140107e-07
2151,2.4296605060107817e-07
2152,1.3626854905477806e-07
2153,3.783792806524392e-07
2154,1.5657434309189686e-07
2155,2.482140321371973e-07
2156,1.7015313056581144e-07
2157,8.863425022168144e-06
2158,1.0107485050108334e-07
2159,2.117543297825421e-07
2160,8.294136860057459e-08
2161,1.2235093236662226e-06
2162,4.930884674377661e-06
2163,1.0027078563045242e-07
2164,1.2020965174242146e-07
2165,4.2616271173403294e-08
2166,5.390300128701874e-07
2167,1.3634001963236336e-07
2168,7.805216096551609e-08
2169,1.0390679214220936e-07
2170,1.755109644884519e-06
2171,9.436492738322146e-08
2172,9.826051665424828e-08
2173,1.8860988108824862e-07
2174,7.519605720458575e-08
2175,1.3758304428786176e-07
2176,1.5093623430709444e-07
2177,3.9295713729657354e-07
2178,1.2913494702758388e-07
2179,2.563237669544147e-07
2180,8.153046546831197e-08
2181,1.0262346626061147e-07
2182,9.150367942400579e-08
2183,2.684411230565292e-07
2184,9.384838803262444e-08
2185,8.318928952527305e-07
2186,3.6706509046381316e-07
2187,1.1704167963604328e-06
2188,8.469839663819048e-07
2189,3.2667507648889025e-07
2190,2.4008248491955996e-06
2191,1.3648364235132852e-06
2192,1.170190284282733e-06
2193,1.0334160471855803e-06
2194,0.0006200158510778686
2195,2.681955756457413e-06
2196,8.708246776941491e-07
2197,2.4996775736764684e-07
2198,1.2046017696920747e-06
2199,5.816916408491604e-07
2200,1.6046550543889555e-06
2201,1.5193401887886619e-06
2202,9.710579863160822e-07
2203,3.1851181753268323e-07
2204,4.421315435483964e-07
2205,3.9716165270726404e-07
2206,1.46602792167187e-06
2207,1.213517977724468e-06
2208,9.276053926443422e-06
2209,2.209430317431435e-07
2210,6.700809209566151e-07
2211,2.722396454507606e-07
2212,1.5449169775799905e-07
2213,6.624035763922627e-06
2214,3.24950811015702e-07
2215,2.9215002571514665e-07
2216,1.766917853444093e-07
2217,1.7777305694817054e-07
2218,2.1381897433652463e-07
2219,1.9574703144999977e-07
2220,2.3889673085293534e-07
2221,2.812214469010466e-07
2222,1.3352373327018234e-07
2223,2.3881493121759694e-07
2224,6.367011237331101e-07
2225,2.2888653853976983e-07
2226,1.4749932233739492e-07
2227,1.194580870136561e-07
2228,1.3077558322449573e-07
2229,7.884670612112472e-07
2230,1.2015294767057028e-07
2231,1.1400841056395036e-07
2232,1.224900890451346e-07
2233,8.508006661715283e-08
2234,1.066594800984432e-07
2235,1.1491328947024422e-07
2236,1.0279801148403242e-07
2237,1.4215013257325198e-07
2238,1.2638147165863872e-07
2239,1.1702060317610116e-07
2240,1.073488697891983e-07
2241,1.1532146262037688e-07
2242,1.491080543794036e-07
2243,2.505106743867781e-07
2244,3.213021877540297e-07
2245,2.7012417913443763e-07
2246,5.638857697292657e-07
2247,3.7627010432426155e-07
2248,0.0005174126633663928
2249,2.9066195637703997e-07
2250,1.4810506439342055e-07
2251,1.6222612775954304e-07
2252,1.6424791862265558e-07
2253,1.2117679139830283e-07
2254,1.609467426579689e-07
2255,1.6626811095817232e-07
2256,2.446974726019103e-07
2257,4.3204796724527956e-07
2258,1.5406041674755342e-07
2259,1.2398111415919703e-07
2260,1.2779940119209756e-07
2261,1.7673965992563357e-07
2262,1.8123555617451047e-07
2263,2.5828422622724664e-07
2264,2.9823533649974936e-07
2265,1.6322766667756241e-06
2266,3.2307583588335774e-06
2267,5.879599778145483e-07
2268,8.122805582264872e-07
2269,2.865755614248491e-07
2270,9.262116573141618e-07
2271,1.269341250958886e-06
2272,2.943779323207413e-07
2273,3.31745505346979e-05
2274,5.434693891174659e-07
2275,3.304705393075943e-07
2276,2.411748447236457e-07
2277,1.890926222316538e-07
2278,7.974929572308134e-07
2279,6.913768013652246e-07
2280,0.00010132553802737318
2281,3.9470202373818624e-07
2282,8.341908063090517e-07
2283,1.6356768287271783e-07
2284,1.2819135642520014e-07
2285,3.075539308934609e-07
2286,2.1495659887969534e-07
2287,4.000260121457655e-07
2288,1.791599011740654e-07
2289,1.122959818306693e-05
2290,1.5023896818891808e-06
2291,3.8074920976309718e-06
2292,9.688636223380959e-07
2293,1.6078047957991338e-07
2294,8.153391715734073e-07
2295,2.979611714642282e-07
2296,1.9626228841632847e-07
2297,5.695642187774538e-08
2298,6.7148160107163e-08
2299,1.9110171046540444e-07
2300,5.732868008270127e-08
2301,6.328531248762753e-08
2302,4.6371617963231654e-08
2303,3.8650262213977315e-07
2304,1.0561379530208036e-07
2305,6.021043691942106e-08
2306,9.79042779272426e-08
2307,9.912314091086621e-06
2308,6.142999246745568e-07
2309,1.2776661808329505e-07
2310,1.9023958289789982e-07
2311,1.0565595334283568e-07
2312,7.04952222017294e-08
2313,1.6290064210576234e-07
2314,2.995451379332302e-06
2315,1.1031632904261711e-07
2316,7.209746727793561e-08
2317,4.968568741731402e-07
2318,1.0401193286115615e-07
2319,9.063405554127068e-06
2320,2.5654897835719486e-07
2321,1.9110062911644643e-07
2322,7.917847367971481e-08
2323,6.370538245394826e-08
2324,1.007709910212625e-07
2325,1.755889484156012e-05
2326,5.193906610820782e-07
2327,1.423159545462072e-07
2328,1.799777134836232e-07
2329,4.235150440055065e-07
2330,1.2026549406432518e-07
2331,1.8996648144368647e-07
2332,3.453562249593331e-06
2333,8.185533310941327e-07
2334,3.124979436602577e-05
2335,1.4769814203197267e-05
2336,6.118213879008014e-07
2337,1.1866374001148412e-07
2338,1.7611073978576768e-07
2339,1.9158457581134263e-07
2340,2.2535557829598603e-07
2341,6.479383416064825e-07
2342,7.553178959945783e-05
2343,9.843857695656242e-07
2344,6.828912034997285e-07
2345,1.208700265543873e-05
2346,5.649182153017386e-07
2347,1.4405057623553275e-05
2348,5.287261585235294e-07
2349,6.775949602247941e-07
2350,9.178451632229187e-07
2351,4.73931030367817e-07
2352,2.749289265459519e-06
2353,0.000636645105818454
2354,5.231175637877269e-07
2355,2.9787063158342345e-07
2356,2.530628211462092e-07
2357,3.652836850337095e-07
2358,2.16644883921319e-07
2359,6.20166946505758e-07
2360,4.229240545845915e-07
2361,3.6032721773125965e-07
2362,2.2703411004913058e-07
2363,1.2481143406954866e-07
2364,1.2223873201888015e-07
2365,1.1802797837329679e-07
2366,1.9849479234702868e-07
2367,1.302375049009061e-07
2368,1.3982286500433158e-07
2369,1.2101862730270681e-07
2370,1.2735132016822168e-07
2371,9.80643163855589e-08
2372,5.946319450339934e-08
2373,6.868718412193447e-08
2374,4.665579034301509e-08
2375,3.521490341022297e-08
2376,3.8740837567990384e-08
2377,3.6621428949223725e-08
2378,1.770661298888703e-07
2379,1.7852226632731455e-07
2380,1.145964469726185e-07
2381,1.6142714632384678e-07
2382,1.7070237887840131e-07
2383,7.586076330572314e-08
2384,1.0616378709529452e-07
2385,7.315670771532416e-08
2386,2.00662210594617e-06
2387,3.39984956647234e-06
2388,1.6421673494004035e-07
2389,1.4913641409784336e-07
2390,5.739813107971712e-08
2391,4.718301175106963e-07
2392,8.495411946176359e-08
2393,0.00017953097489290817
2394,7.680589280016694e-06
2395,1.6807829847051402e-07
2396,1.2770963396978974e-07
2397,1.6754467602330502e-07
2398,1.0999159406373632e-07
2399,2.8407118043717035e-07
2400,1.3997238606591772e-07
2401,1.5399853624704395e-07
2402,3.8718031611983005e-07
2403,1.6331087660157167e-07
2404,1.5375550791763725e-07
2405,1.166762047234794e-07
2406,1.0139878195846286e-07
2407,1.2847820078139608e-07
2408,4.511853846546215e-06
2409,1.2486248768451384e-07
2410,7.504736948880846e-08
2411,6.452827252974644e-08
2412,7.358476071349178e-08
2413,1.091508490857793e-07
2414,7.661083185696572e-08
2415,9.829058045745301e-08
2416,1.1914350680882433e-07
2417,1.0639923357144303e-07
2418,1.4166049216032001e-07
2419,1.1166266156136783e-07
2420,3.862324171244251e-07
2421,1.1680798380545813e-06
2422,1.043525756802393e-06
2423,1.076178825556755e-06
2424,5.9223222848938e-07
2425,8.998472854751977e-07
2426,8.583457668858188e-07
2427,8.164694963278573e-07
2428,1.0035759944946395e-06
2429,2.0833507604491984e-06
2430,0.0013411709566392383
2431,6.097565791534935e-06
2432,2.0030172098650334e-06
2433,1.3893706611586035e-06
2434,2.5442880269267048e-06
2435,0.00019339856051185374
2436,1.3736373460170447e-07
2437,5.277759159226692e-07
2438,3.45622306808895e-07
2439,2.9135661509149087e-07
2440,1.1515027383449414e-07
2441,5.492547918217346e-07
2442,5.665990548966878e-07
2443,1.070859602688832e-07
2444,5.080673006392941e-07
2445,1.92168186072124e-07
2446,2.2082275862014436e-07
2447,1.1742862048386705e-07
2448,1.2409675194265076e-07
2449,7.15315842790901e-08
2450,8.708806967596947e-08
2451,1.1308063609129727e-07
2452,1.1866075511849901e-07
2453,8.204228089492206e-08
2454,7.900445620860097e-08
2455,1.0718197657522279e-07
2456,7.605164518799078e-08
2457,7.633581185726845e-08
2458,2.1053646288117932e-07
2459,8.909232707744427e-08
2460,9.579137354524476e-08
2461,1.6931339595209884e-07
2462,5.1989145582968904e-08
2463,1.1772264232886229e-07
2464,9.716604916787226e-08
2465,3.0967678091580146e-07
2466,8.967657446438792e-08
2467,1.1372653378143339e-07
2468,1.47452535639009e-07
2469,1.3784050714414384e-07
2470,5.337012199524688e-07
2471,2.0748881492473562e-07
2472,1.315209208491407e-07
2473,1.606878098190515e-07
2474,1.4972706827963491e-07
2475,2.0114238099637731e-07
2476,1.368185062272336e-07
2477,1.1228910686737878e-07
2478,2.0875695157332632e-07
2479,2.2389027755984005e-07
2480,8.098200500253274e-07
2481,1.285569758389925e-07
2482,1.2305114667253294e-07
2483,2.712163787888284e-07
2484,6.857882426430719e-08
2485,7.66054721479286e-08
2486,7.678168086177841e-08
2487,5.517622800627524e-08
2488,3.053560715492631e-07
2489,1.3292557936062217e-05
2490,7.95695524531688e-08
2491,1.0795326274037633e-07
2492,5.2443638763184666e-08
2493,8.394965404094215e-08
2494,6.219048698941532e-07
2495,1.582873318905291e-07
2496,8.731048795554785e-08
2497,7.822086916836047e-08
2498,2.3303922590558386e-07
2499,3.6070428702674695e-07
2500,2.5153558501454823e-07
2501,0.002108249120108179
2502,3.121938332347139e-07
2503,5.775590532061964e-07
2504,2.8966988088132334e-07
2505,4.085653433956848e-06
2506,2.7541321905116386e-05
2507,9.337049433574901e-06
2508,3.590263134815788e-07
2509,4.550163517913757e-07
2510,1.362325844349319e-06
2511,6.119756581947551e-07
2512,3.885560500122332e-07
2513,2.456214442792045e-07
2514,2.8671968221493104e-07
2515,9.49043155065841e-08
2516,1.0699991344993222e-07
2517,1.6950739492465919e-07
2518,6.498613001958334e-08
2519,8.52447070577661e-08
2520,8.135494186911159e-08
2521,1.3308751115963086e-05
2522,4.043292752779151e-08
2523,2.970169459582736e-06
2524,5.146720569141533e-08
2525,5.663007657898277e-08
2526,6.850770625261854e-08
2527,4.025022632821361e-08
2528,1.067623306271529e-07
2529,7.399664094533492e-07
2530,3.7662846806757375e-07
2531,4.710717697425997e-08
2532,7.977222534687645e-08
2533,1.1904756247475243e-07
2534,7.776009801175958e-08
2535,5.700372234539718e-08
2536,3.918341729122879e-08
2537,4.217063906985043e-08
2538,4.1971534882809975e-08
2539,2.757228819859682e-08
2540,3.7480211574244094e-08
2541,3.345391204638064e-08
2542,4.66539664870234e-08
2543,3.5265158311261165e-08
2544,1.1363475329409913e-07
2545,5.37169604204401e-08
2546,5.540024911377087e-08
2547,3.96126614018501e-07
2548,4.06236494295235e-08
2549,3.199203418818822e-08
2550,7.533081601019835e-08
2551,2.8147215956114432e-08
2552,3.379410467361843e-08
2553,2.140628608683309e-08
2554,3.326456707141355e-08
2555,2.2017489650859764e-07
2556,1.2849468871622818e-07
2557,3.41056564441127e-08
2558,7.602634840041237e-08
2559,1.4815329052289065e-07
2560,5.219479951510076e-08
2561,8.43081249275444e-08
2562,1.5248093581690986e-07
2563,7.831898341922942e-08
2564,2.7811373922547827e-08
2565,5.6171981230380196e-08
2566,7.182021977106525e-08
2567,2.574634245352994e-07
2568,4.782860253892619e-08
2569,4.211683470212575e-08
2570,3.842114309407124e-07
2571,1.5301899006704503e-07
2572,2.1814807076234635e-07
2573,1.1980374223411773e-07
2574,1.2760871977873487e-06
2575,2.406676167160399e-07
2576,0.0014005705996739085
2577,8.85151202692453e-06
2578,4.24413889445178e-07
2579,5.138170947033767e-07
2580,1.6465117941900859e-06
2581,2.8970384383403246e-06
2582,4.656378400498254e-07
2583,8.463020516499068e-07
2584,3.805835302933099e-07
2585,4.859422495128218e-07
2586,4.586361712028117e-07
2587,1.0747912122666455e-06
2588,2.4510131676534154e-07
2589,2.6557572049365044e-07
2590,1.2860275828848518e-07
2591,1.2199249274659618e-07
2592,1.3768856331867977e-07
2593,2.899676947667736e-05
2594,1.740824251841132e-07
2595,2.6351972207750587e-06
2596,3.69251295683802e-07
2597,1.3848518048329217e-07
2598,1.160711856514399e-07
2599,3.7306420190278717e-07
2600,1.1971479873738593e-07
2601,1.08026821458381e-07
2602,3.020207007176227e-07
2603,9.352203786649092e-08
2604,8.156938115694771e-08
2605,2.649787784864052e-07
2606,1.0621224761701177e-07
2607,1.052129233545774e-07
2608,6.411622995845841e-08
2609,7.979966189506313e-08
2610,7.560908782537782e-08
2611,7.674701170757308e-08
2612,6.833890410934684e-08
2613,1.2276200082350817e-07
2614,1.497351279956052e-06
2615,6.762720865320197e-08
2616,3.1700183011240255e-06
2617,5.461410106108371e-08
2618,6.297985321858344e-08
2619,9.859006184575356e-08
2620,7.140916597903971e-08
2621,1.0640307852283086e-07
2622,8.84028898085085e-08
2623,9.442959202985358e-08
2624,1.1739858017205407e-07
2625,9.628130479209327e-07
2626,1.0358324150307064e-07
2627,1.0504717706418856e-07
2628,3.6386349535371737e-06
2629,6.121195851177667e-06
2630,1.282679971344249e-07
2631,1.2008887620417818e-07
2632,1.56236902347291e-07
2633,1.444978826842286e-07
2634,1.3946680506300786e-07
2635,1.7835000332191216e-07
2636,1.4077024013020154e-07
2637,1.5714553733149305e-07
2638,1.7565120211879148e-07
2639,1.7781261009333135e-07
2640,2.6581244550301777e-07
2641,1.5806880819463992e-07
2642,1.5928302686646169e-07
2643,5.093312957627974e-06
2644,1.5710144983395154e-07
2645,1.7825103716339604e-07
2646,1.635908721703289e-07
2647,1.2454513409358533e-07
2648,1.1668847808463158e-07
2649,1.170512857304722e-07
2650,9.308395806371714e-08
2651,5.767384881546729e-07
2652,1.1493991081927254e-07
2653,1.0607746700199598e-07
2654,1.470024845941676e-07
2655,2.6938328128749837e-07
2656,2.8004668833474565e-07
2657,4.4152715313362755e-06
2658,1.19928571787622e-06
2659,2.0567385210823253e-07
2660,3.0551972587327096e-07
2661,4.955555267845531e-07
2662,2.8143761099597986e-06
2663,4.701811951306601e-07
2664,6.570608001580932e-06
2665,3.552679441359095e-07
2666,3.8496768376445163e-07
2667,2.921250675384522e-07
2668,3.4703805898741755e-07
2669,3.3503470379361377e-07
2670,2.6987719961682076e-07
2671,0.003984845928930748
2672,2.9118014043632676e-07
2673,1.9408670298315867e-07
2674,2.082604566151403e-07
2675,3.4995157455371696e-06
2676,1.7797096584454008e-07
2677,1.0347861595509711e-06
2678,4.038020183437774e-07
2679,4.357286114979497e-07
2680,9.577534049073097e-08
2681,9.346457488963609e-07
2682,1.5585931998000726e-07
2683,1.668316474480151e-07
2684,1.6084147365030234e-07
2685,1.5000800369201419e-06
2686,1.1114528646221966e-07
2687,1.8151013009002767e-07
2688,1.681168476015387e-07
2689,1.7101635464801002e-07
2690,1.857646693656948e-07
2691,4.2845109794487696e-07
2692,1.6844494945086727e-07
2693,2.9157222624876223e-07
2694,2.1439139833533623e-07
2695,1.487412509357683e-07
2696,1.7244855054686561e-07
2697,1.2724386266307642e-07
2698,1.1088198319024437e-07
2699,1.2403755476737015e-07
2700,7.583964302212987e-08
2701,1.1571228640664036e-07
2702,8.334506380716949e-08
2703,6.411906201710844e-08
2704,1.26518072647072e-07
2705,1.3874366126440555e-07
2706,6.257140130444004e-08
2707,2.0299711014439207e-07
2708,4.288021077789893e-06
2709,6.374049067155723e-08
2710,5.8807492813450906e-08
2711,4.889747063448146e-07
2712,2.6989158152466166e-06
2713,5.568987691716085e-08
2714,6.728216955637577e-08
2715,8.911608568645765e-08
2716,7.66949592894289e-08
2717,7.316857583360715e-08
2718,9.242977938586176e-08
2719,3.6350607427885394e-07
2720,2.71825736374435e-07
2721,5.4265577586683585e-08
2722,9.872453491639868e-08
2723,7.732177393603542e-08
2724,8.201023437149473e-08
2725,7.991737415257306e-08
2726,2.1904692429695438e-07
2727,1.4347592417687353e-07
2728,7.190530515959315e-08
2729,6.193071455946772e-08
2730,9.629697916866038e-07
2731,6.507442960043888e-08
2732,1.0314109827166466e-07
2733,5.587657143040437e-07
2734,8.896520557351869e-07
2735,6.604686393457063e-07
2736,5.62896790221405e-07
2737,5.350262982544134e-07
2738,3.3238056980715047e-07
2739,6.957478675918018e-07
2740,8.333191655655232e-07
2741,6.390068191351212e-07
2742,6.736692877870155e-07
2743,7.601529619541758e-07
2744,7.95766117974753e-07
2745,1.7932135150669437e-07
2746,7.18511869204458e-07
2747,1.0529440679701017e-07
2748,1.2675507730701735e-07
2749,9.96249621509105e-08
2750,3.513444312509453e-07
2751,1.0016532046066867e-07
2752,9.785782636344819e-08
2753,3.3350968591012774e-06
2754,1.5017350191231507e-07
2755,7.865034512961863e-08
2756,9.89125725707331e-07
2757,7.424612863503715e-08
2758,5.526841384811377e-07
2759,3.360957744779524e-07
2760,1.2618970834111101e-07
2761,9.993920558079061e-08
2762,2.1125897606440197e-07
2763,1.3881498790001835e-07
2764,1.4351168365307911e-07
2765,1.3497345944174271e-07
2766,1.5095595204805392e-06
2767,8.372226640308481e-08
2768,2.5919438189687887e-07
2769,3.838605715132996e-07
2770,3.040576241468553e-07
2771,5.3026169112334015e-06
2772,4.666894567609098e-08
2773,7.717453954449093e-08
2774,5.477395047801696e-08
2775,4.993361614954892e-08
2776,8.08987619053053e-08
2777,4.4714229172204717e-07
2778,4.6690666005294046e-08
2779,1.4713549006287862e-07
2780,1.8138179280806767e-07
2781,6.420836230931449e-06
2782,7.470444254517001e-07
2783,3.5437858894148023e-07
2784,1.1549251475089558e-07
2785,9.200017146111438e-08
2786,1.3125128009287578e-07
2787,1.1469596779311292e-07
2788,1.2208104378963317e-07
2789,1.2281837380284246e-07
2790,1.0784293060786012e-07
2791,2.6920358373052164e-07
2792,0.002191825600822861
2793,6.649529979327043e-08
2794,1.7131848706577139e-07
2795,5.226940911305437e-07
2796,7.91003735022206e-08
2797,8.766217812340253e-07
2798,8.50353824830744e-08
2799,8.67056541001379e-08
2800,1.3504040524984164e-07
2801,8.6447605733573e-08
2802,9.482749898335672e-08
2803,1.59720649542906e-07
2804,1.217412363418405e-07
2805,1.409532911297819e-07
2806,1.7099569598911384e-07
2807,2.0378068102933749e-07
2808,1.8936142172688605e-07
2809,4.3146917876771987e-07
2810,1.7681857304390246e-07
2811,3.6819574225508666e-07
2812,9.00513232030314e-06
2813,1.7924309634657842e-07
2814,3.345405357363629e-07
2815,2.626975818702563e-07
2816,2.236042413628349e-06
2817,1.4002953243981808e-06
2818,1.894587341309159e-07
2819,4.884839052155666e-07
2820,1.005146326919137e-06
2821,3.1349565683217214e-07
2822,7.803229179864723e-06
2823,2.8727112301336655e-07
2824,1.217357794691412e-07
2825,9.576862637324821e-08
2826,7.989374546101836e-08
2827,7.315900456193763e-08
2828,7.54719052336046e-08
2829,1.475099683981569e-07
2830,1.972934910015112e-07
2831,2.445695983378107e-07
2832,1.206075323473048e-07
2833,1.0941362470830428e-07
2834,9.292737215862813e-08
2835,1.016545887940825e-07
2836,9.980363808414764e-08
2837,1.1008820988786384e-07
2838,2.172179763803763e-07
2839,2.3260436522767352e-07
2840,1.1332383812562174e-05
2841,2.058702705614872e-05
2842,2.033849825359742e-07
2843,5.4940168211328025e-08
2844,8.379950636140814e-07
2845,4.579684901484959e-08
2846,1.9860567637292424e-07
2847,4.474402878347495e-08
2848,5.518016481266697e-08
2849,1.0633203223119936e-07
2850,6.04442346274907e-08
2851,5.198102905461435e-08
2852,8.654777296726943e-08
2853,1.022801645264445e-07
2854,4.3261063591665176e-08
2855,5.623263667123166e-08
2856,5.2617240472989694e-08
2857,7.32882362184734e-08
2858,4.764168750885662e-08
2859,3.737925590635606e-07
2860,7.350763567849755e-07
2861,1.7134418362335233e-07
2862,1.555056382728742e-07
2863,3.784906045667692e-07
2864,7.282349404988646e-08
2865,7.48218520211605e-08
2866,8.491343455124282e-08
2867,1.0868221744188133e-07
2868,1.3453772647081722e-07
2869,1.19567479229078e-06
2870,1.2693060783664753e-06
2871,8.488837925706506e-08
2872,1.8159820409168304e-07
2873,5.533042777414169e-08
2874,4.577829262491443e-08
2875,5.115804927638478e-08
2876,5.060735122948366e-08
2877,5.043008250783168e-08
2878,4.2302923209900115e-08
2879,4.639892205589924e-08
2880,3.915282000602727e-08
2881,4.292557196685317e-08
2882,7.480653131709447e-08
2883,3.799263482856251e-08
2884,4.503517932973612e-08
2885,3.6156493078352114e-08
2886,2.6878276670442922e-08
2887,3.305922071855157e-08
2888,5.3304972983733925e-08
2889,7.763656885928037e-08
2890,1.0751512186538565e-07
2891,2.92040237595961e-07
2892,2.1451594024938676e-07
2893,2.613703433041337e-07
2894,2.596814366483241e-07
2895,2.960732238692406e-07
2896,3.522521730570557e-07
2897,2.1190968833962152e-07
2898,3.290725661743818e-07
2899,1.476076201109687e-06
2900,4.46125099841102e-05
2901,3.287730161163654e-06
2902,0.0005397600264283832
2903,3.4338083299682236e-06
2904,1.0689918309593977e-06
2905,3.628863428541618e-07
2906,1.4777006081531602e-07
2907,7.639112292857512e-07
2908,1.663547232831418e-07
2909,1.7207190185635303e-07
2910,8.590991160357793e-08
2911,9.945714531421803e-07
2912,1.6242064090617198e-07
2913,2.144910806280521e-07
2914,1.1063737346258132e-07
2915,1.5056165966988273e-07
2916,1.2217074892337672e-07
2917,3.875018664621411e-07
2918,2.882696836654135e-07
2919,1.226077011305986e-07
2920,9.157165304797885e-08
2921,9.139526816851491e-08
2922,5.354209664227527e-07
2923,9.53639326628243e-08
2924,9.250592632782395e-08
2925,8.632354237150896e-08
2926,6.291842135292184e-08
2927,6.12992187788159e-08
2928,5.432152811283534e-07
2929,1.2040306614041577e-07
2930,4.824335125868515e-08
2931,4.733391923752231e-08
2932,5.144831087130154e-08
2933,9.193922144003041e-08
2934,4.818668892302664e-08
2935,3.800896504736192e-08
2936,3.057828558178763e-08
2937,3.087794517576888e-07
2938,1.1459318901028652e-07
2939,4.103138155169991e-08
2940,4.138961622450582e-08
2941,4.668893319455257e-08
2942,5.064301051338304e-08
2943,1.4654698593424864e-07
2944,1.5031840078698176e-07
2945,2.33306021251786e-07
2946,1.1992066639537583e-07
2947,8.95249460254704e-08
2948,6.851051609582108e-08
2949,7.947926742226147e-08
2950,8.789477937555662e-08
2951,8.890926050298967e-08
2952,5.3746572370599355e-08
2953,6.604175656057508e-08
2954,6.40360216322444e-08
2955,5.066910505547506e-08
2956,4.950412597290365e-08
2957,7.577952528496738e-08
2958,7.242479081651442e-08
2959,4.7579918891124903e-08
2960,7.659862953566657e-08
2961,7.842246595740971e-08
2962,2.5278759466146305e-07
2963,2.816238595667874e-07
2964,6.85338896978726e-08
2965,8.13238131422377e-08
2966,7.302707224214992e-08
2967,1.2556761707679785e-07
2968,1.18772359374378e-07
2969,1.0891314451879385e-07
2970,2.059670037743051e-07
2971,1.3463145771274628e-06
2972,2.5328402603732747e-07
2973,2.146755718157918e-06
2974,4.328452902786209e-07
2975,3.344092632978562e-07
2976,2.944784633979094e-07
2977,1.7199996210711447e-06
2978,1.707039981833649e-07
2979,1.59485768661302e-06
2980,2.068287120627494e-06
2981,3.7428906918735544e-07
2982,3.5540467397615246e-07
